income,area,floor,age,distance_to_center,school_quality,transport,green_rate,price
4.337469050086933,52.15890798199614,15,45,17.120005978165093,7,5,22.613454480042297,224980.49357102285
8.626590785014265,115.40800319709149,17,1,3.9562204622884996,7,4,17.832368918181675,457034.61256116565
2.1209896283606735,84.01897481014265,17,29,4.301898593818507,6,8,57.645515678175485,444548.7627306662
4.015441853304709,64.90249492869137,22,8,9.071984360990504,10,7,30.270198042546205,406615.5509330962
8.59058370760737,30.0,26,4,3.2049854286752937,9,6,26.8609954955113,513342.2175374714
10.215399739986232,99.17455284848091,13,35,1.0,9,5,10.710107808538234,311805.23882213584
8.514104843569912,153.16754790009233,17,3,13.288881574772894,7,5,17.670878970544372,325086.5148446661
7.653055152835279,149.83777643643612,6,45,9.825638577462422,9,10,31.056792812124975,365045.43144575646
7.096688913232134,86.28711230241184,17,40,8.69302187398866,10,2,13.425139628594703,298461.06499623903
3.5644340288977183,81.93363818914659,16,7,13.535721366789987,3,4,35.53696647531085,222380.94540122006
5.840467374815875,114.06322768225071,14,27,11.246406184348823,3,8,32.75077192322239,210735.18030094542
6.618083687120637,70.04843682435126,13,1,2.305231992809348,1,8,48.3584070172176,335912.93870363187
11.171366678656748,109.05375699458398,6,27,4.346072147068758,5,1,42.99013507001583,315823.731912942
9.030854868705385,122.98240835154071,3,16,1.3480093149507733,4,2,32.29736526602869,248069.0041271668
2.7108795339117986,136.80799671652923,14,38,1.390977284446424,2,5,21.233035005253573,147213.05859026898
8.972251908184385,96.99537770560141,14,7,11.276161011866513,9,9,46.343178300890315,363350.73760318535
6.84475315875105,93.88978749469102,15,44,19.56163282114705,3,10,45.39310517271021,248335.6258729094
5.969233999082124,73.66052239730317,8,23,32.89635896070803,8,7,17.66480802576937,261580.7497267999
9.835028866522604,75.1935893788042,29,41,9.897949720207693,6,10,55.73759157127014,418435.71630618797
11.092998567487854,93.20563324295419,15,11,2.0346510251334675,5,5,13.22025580075216,390171.07155594626
10.793840357348596,111.02096520448535,22,42,1.1165846779993756,1,1,12.75188544463581,277453.1875464838
5.4823474303320845,127.40753878699749,29,33,16.75850035864825,4,6,19.36752088312135,237250.30820301306
7.072362872446356,75.90463147958965,27,36,8.645441715821153,3,8,55.47303990243856,312204.2280280132
8.993790294210692,144.78065706878564,13,37,9.63081077175991,1,7,35.99990620184609,221555.73199793976
10.926635381367078,91.86629196872293,17,41,15.207957726536277,5,2,49.397046033645005,258989.43898465822
6.56247728646413,99.35898116954692,21,17,12.149570028020225,6,5,21.39215940382503,302500.1357386666
7.4430230700085485,77.5836496255653,24,35,17.985318673707038,2,4,34.511098732687046,207592.70806130048
4.680995077981915,30.0,3,48,1.0,3,9,27.91447318119411,291524.00223379926
4.411380127757988,126.52136189083149,28,5,13.764257632959037,6,10,51.39143035330963,380737.01124822674
10.437577467182594,122.105316912773,6,48,19.02821255098704,4,1,11.130221967961331,159556.9980159443
12.068720085712469,91.56017328645359,5,32,3.370614696265288,9,6,22.192136498305267,423193.1125874895
7.783969635258998,102.00972151674615,22,3,10.228944477442631,5,3,17.62871121511894,286452.9135279192
11.010598693676073,115.47817653112298,26,47,3.771139238267266,4,9,52.959451936078466,482859.0967246942
9.084908075142902,53.12362429340372,17,35,31.693970046019153,2,5,33.37719248468829,272100.410031998
6.064640736184627,84.12841967961116,23,14,1.0,6,6,30.21100219466081,394450.9934515833
9.084186816525241,123.82794038865481,25,48,8.670074603329944,10,9,32.474138105053996,270597.16233310115
12.614109699397908,62.37131730492252,2,31,1.8212583240863993,2,9,58.59622753511676,386194.53233982914
7.892521882670145,108.80673796499887,26,31,12.455596926124358,7,8,52.513369716796205,370925.84107859357
12.693930967442018,59.30254586129785,15,17,1.9345160674555428,3,9,45.31843859251538,408782.8955561971
2.0,113.99289947300579,5,24,2.683805666415673,9,4,24.523947961162733,274217.20017962833
10.465707513125672,98.93075553107549,26,23,6.819517064981525,5,6,18.25864997592239,187121.8530178562
8.261141204714514,51.54604552283472,20,18,24.631641405374737,8,5,56.071681451222666,376409.57989016105
7.102977948602398,134.94218063371514,6,14,2.3789478290788644,6,5,31.153776139824142,274014.7328909021
8.275282329606506,77.96225269605853,6,15,1.557653406618626,10,4,23.937789973431457,444257.1931010938
2.037293256197321,75.69242688956857,27,15,14.228622167262348,8,2,33.54604132088177,211771.82750479932
7.340984336487464,106.01707591692829,18,6,6.943870135031269,3,6,55.892371141017605,247684.83127881147
9.07133771453524,134.45912048286147,18,27,24.279795363560048,3,9,29.35336566956466,311980.4049270191
12.433682134224547,69.52534543064809,4,15,1.5854396621277056,5,1,38.13204986240497,352736.4357570045
6.445189345179058,101.85039549543914,17,36,10.38254694565454,10,7,50.14831505542834,399694.107459098
5.574519191320437,112.86449500991719,25,8,2.6511092308046225,3,6,31.35662655241956,391048.42457028636
6.494728869246391,120.79316821789432,14,15,1.705041723289947,8,3,21.677090096318416,295989.3044901503
10.746206353106222,105.29324665831676,14,3,11.502090453818122,10,1,59.726287419151674,257934.5156116431
8.986253328979053,88.98916482750033,13,47,9.006256226776637,8,4,57.82854287260798,267568.557647713
6.410719388698883,75.1722933805384,7,13,14.057930647238663,2,9,52.1739584562757,163256.76181189102
9.539802299340067,102.58431649139125,12,41,3.702851098406572,4,2,44.41869396929613,323739.23946426844
8.29123264804412,67.8358296404318,23,34,5.941558868895468,10,3,24.74328140348485,366620.459812038
10.905934971598668,30.0,15,24,5.199869211441635,1,2,55.670646908201604,178418.82980529073
5.893840718367943,113.09679412473004,19,40,41.40773745591833,4,2,23.777833506061437,207435.43124229493
7.017013560206696,127.11804523258586,11,32,3.4566288093877775,4,10,50.04047473384163,353358.66386639886
6.823675540603527,30.0,15,32,3.4929827337824992,10,8,55.912908397065316,481337.1945194202
3.6094551556036443,69.70807885870187,12,30,4.378047559594562,9,3,40.15019202149557,241443.16581567907
8.888360831193728,118.57462783015593,3,49,8.314765365449189,3,7,50.15281089455895,177779.04614837133
8.783165816539668,161.72486409135095,17,13,2.907838704087679,2,8,49.58475496008733,477442.2820462015
8.015340369927383,100.62381123026223,3,1,24.685209167173447,9,3,19.657887556048994,222163.44558710113
7.29623859987456,78.15991176312596,19,34,3.0881795635781097,9,2,43.39622367980423,432454.7205426564
3.7538877738487573,94.51310676685479,20,15,22.61594135726668,1,8,14.673396845222177,233060.63575949927
6.738064031703923,141.24629257444553,4,44,1.0922917109409775,6,3,35.39250715687407,220030.59367749194
6.971856450419692,80.62107462626395,3,14,10.687507237191177,10,7,18.111777407028875,211611.4871847738
5.593168192335144,76.0242398004924,26,29,23.750000822335053,8,1,30.817474939821583,320237.4665004327
7.516142865001973,85.51769433453903,16,34,1.8482401140114892,3,6,51.64910373492188,316353.0120786702
9.212152570443616,71.40014175223862,12,18,34.522894362762614,9,9,59.358391981510216,306042.36733573995
13.65855770363159,103.68010947984386,8,7,6.030932642193319,2,3,25.897991582980886,204311.05842596598
8.523733438495517,148.7403537540868,24,29,29.135093309244205,6,7,36.59778493915883,273818.028675734
8.772651172168294,109.69237819348088,29,31,11.295459704403559,1,6,35.564901218524426,260915.75210540544
7.776662252701499,92.42939493621137,29,25,3.5894447433786594,7,8,57.720075491553295,393530.41995563376
2.2436863541028753,91.24566193253368,17,38,2.0862757587292684,3,3,33.92918662163868,180929.37991801367
7.920458373652349,53.10427573910029,7,14,3.6202501037717134,7,3,44.95531026998489,397456.168638656
8.18069062982308,126.49329331441477,11,8,1.0,4,4,56.089461655426305,296320.88538471865
15.389726337455858,97.66488408961594,18,27,1.5533066980890384,9,3,28.668927976842003,433218.50315673556
7.422917105656633,94.58560259228123,1,2,1.105522363989297,5,9,55.106111912269384,449419.6833654194
8.904642027000838,195.7932270353458,3,17,5.498151727917913,3,4,55.87281109455068,224026.90221626245
7.89586469088427,108.96258725097059,4,37,15.875706349446999,8,6,56.53312519835654,354906.7393413731
4.493965887141404,77.44626849714447,13,14,1.5243296918962812,6,8,23.52230927357132,374771.3066150394
11.42846844354506,87.2092721138337,6,25,1.3963044916895553,2,8,30.017779713497923,311491.3662476194
10.255799098060322,134.45337127590264,26,30,10.312217588937724,3,5,53.519795411285095,334403.56036540173
10.37309584112914,103.39811231613294,14,29,2.1962846393892854,8,5,27.95809121402094,394079.708321516
5.271837635615784,56.851660650479,5,20,1.027085220912049,10,6,40.01265164667525,359950.5930327971
12.208382932808298,127.5768680372561,16,21,1.825398744702175,7,10,15.902725363002599,492667.0117050198
3.794446811623157,79.95567743383018,15,22,25.734939047536727,10,7,12.813749405562039,203129.01576869324
9.76057128140081,156.19893328652637,15,35,17.230056418565404,6,10,30.59969947460863,349876.60828331555
14.571366877429936,132.40144197143945,4,37,4.370557219201942,1,7,38.945826629635874,381173.67993768246
5.028391024607934,86.58034313023747,8,16,10.66592732084178,9,4,29.634955667947068,253611.04911843667
6.301106811191684,138.4304908520534,27,49,7.706238097116965,3,6,38.8867885080421,154447.6831359734
8.298954095262923,102.0356653158221,16,43,11.304877464462068,5,7,35.75421880858925,357918.8136964794
6.489573037651402,125.58321025366658,28,17,11.47816668870851,7,5,44.28536146430379,326757.82871089387
3.3480097068016015,114.54198451883424,16,16,9.908365327146969,7,5,42.47662155326949,276071.6560050176
8.205688924418082,74.6093003502738,4,2,3.0938436417915725,3,2,31.212285160329003,284042.9455996832
4.813088858821685,80.69350503047613,13,4,1.0,4,7,31.249762020993163,304737.9096251355
9.420777291905544,130.89882452743484,26,21,6.080099924140657,10,6,17.038917000611598,344863.696262471
5.24172729729859,89.95674003680378,28,39,22.161678354565492,7,1,35.66192860482296,282919.8699106845
12.649803215052618,87.8905461027401,13,34,8.428015870012388,8,4,39.35895640678484,275638.3433116718
5.650240122991288,71.34632261951941,2,30,17.861216418966364,2,3,33.82446986769131,125681.02200021468
7.033815451382973,112.70797196780383,3,6,47.82425751957565,9,3,26.28536675434995,277189.95039598225
10.44055165210901,161.87574757729436,22,17,1.7866768528615342,7,7,46.08242721258679,456568.0666836679
4.307407050698134,67.9740125723718,8,39,11.769338056519867,8,10,13.733082232261204,241352.52763731347
8.682379803812388,100.72658370018274,24,25,11.21758836160869,6,4,55.722018487702364,295599.3393967594
11.921428262847284,142.3666166624629,15,5,39.097978508358096,6,8,11.032171977289664,335599.522645914
3.1775502963163174,97.61075826262855,11,5,42.40578042643612,9,9,58.117506671913894,291435.25354426465
8.553901575596912,113.57115388749202,9,20,11.605258156366965,4,3,33.11778004673312,188004.02116681286
8.77964838274527,68.1281941555936,7,16,2.79204498156098,5,5,30.633497200177057,423106.01459371817
10.345468615331932,112.84921291622946,13,41,16.022430483087756,9,4,22.822200873159407,284149.21390256874
4.289147867365754,94.38567204986353,2,37,1.132013237341953,1,10,10.503556741614158,220633.44329410477
4.0386301607471715,129.5718998703959,8,40,15.173114506113388,4,6,23.739513221089986,131887.2509852465
9.565824696850694,135.62158154694254,7,9,24.101271436331906,7,10,15.469996273016697,274204.9991462786
8.890954019699558,177.68690926055842,24,5,4.826162668403628,9,4,42.99104213466973,559644.9848750009
8.75147855103763,117.38899519640727,12,42,9.959707625687814,10,8,25.95374861603631,382914.8463065881
9.039344628490927,109.77388949746499,19,2,5.6236935669807036,6,3,48.35896642018308,257498.06574260967
5.959925835264528,105.83152904732007,7,9,5.75835464825132,8,5,20.345809367305847,285224.5217976049
8.69676109148301,89.40501121567935,10,43,3.716013463532872,9,1,55.01174287160548,428765.78708586184
8.879217419896044,110.15451530385073,29,36,14.360293774129016,10,6,36.14907575529163,368945.0459234132
5.856945745920896,91.13795769582912,25,22,27.51634823268175,4,5,15.72530982344907,203968.90945931256
13.59732353343427,105.05382928808842,16,22,28.260040009194945,1,8,30.042261782673947,400362.7630463398
9.421498762735363,139.5279260682388,3,22,1.921068185401972,8,9,20.338026203488084,320327.96248855465
4.426089508392054,69.80372304161077,10,34,20.773928389576504,2,8,19.98427130840896,300005.5440845324
9.969660825901489,134.19635683387136,6,29,13.372430555351212,1,8,35.31848688261044,219431.6722395127
5.075954989318036,139.51345202019596,18,38,2.914724477772956,7,3,43.59460078181863,438956.1722567446
10.361253811227357,96.45794419026764,18,46,1.0,10,4,55.58091027517141,416969.8941648664
11.475786737022212,36.344353029742166,5,33,3.1197103126328503,9,4,35.10810053818267,362247.9947272325
5.537953044944869,81.76534038716703,21,18,24.32787595743212,9,5,58.29193875291651,280115.87226461887
10.890128387732965,138.90983639683327,29,7,10.028804020557985,3,9,57.08174260366844,356625.84587402554
9.238342780809495,99.31395813103353,7,1,12.767394335517256,6,9,53.25312649921802,351826.94626439176
10.46618047998347,70.02093303115268,28,33,2.9726430388876834,7,10,34.99886324812093,527070.727571611
13.690378947961843,84.85675236315348,2,1,12.707829011384241,10,1,17.04519718439918,236072.08464909095
7.263835651991388,125.2186007951366,11,24,1.0,9,8,20.895223490769247,410192.9209751647
5.738791506927531,116.40200704604138,13,4,4.705179147046566,2,1,42.38350013559878,306202.77626596886
5.33145671112343,92.83203702490917,23,4,9.855158139154206,8,2,31.087749014209805,350914.3551610628
5.552569145103686,88.99526764555938,5,18,1.5793716599131582,7,7,17.34008158769982,320166.1811143739
7.768694871757687,88.24725552868534,6,27,17.316257412276723,4,8,33.94969668196552,216730.2320043467
9.023455924449932,72.32769446504493,24,43,2.6792035947221264,2,1,10.871527275102297,273516.4116704284
8.830072397990056,148.46127068408325,26,32,10.563609211055278,8,3,46.69476854497966,332145.15630882536
10.481549747108073,90.3303859236598,29,33,5.195252603984794,5,7,13.679064724484544,363958.5789300639
8.039005675633721,136.5147556247649,14,28,9.064483164417831,6,9,41.455680995605945,230623.28439118035
12.360602231471951,145.63948155767355,12,42,1.1367336364613478,7,8,49.65051538127997,398856.49213223945
7.206029500286132,129.9493269444388,4,41,1.0,10,8,16.632193722698275,347378.35814261995
16.160507499768855,87.05139061845856,29,36,24.031175865554864,1,9,35.93193453330063,343122.45093855436
9.877002043295018,112.11190271009828,23,6,3.142040359331152,8,10,48.95337571797348,584458.3168048178
5.428527330751153,99.27413180827251,6,16,17.13005607158773,4,3,23.03167273785007,100000.0
4.787322505816663,72.88894417809615,10,34,50.0,9,8,18.145829650080955,279539.3035292179
9.447417245729556,109.73077845164809,18,23,2.3753569565479,1,1,26.840955548372843,334475.3422486077
7.329611644022448,64.62880626520592,15,42,3.081171076850762,2,8,37.73495882916579,344515.0809896844
10.142001482276276,135.6303816538469,8,24,10.872563747276573,6,7,38.763979742737504,324347.92671104276
9.419712873720634,86.06148108104821,26,49,33.65308210030412,10,8,16.54381667288435,317705.133291515
7.781513262029382,106.03478967618518,9,13,24.747307783204615,1,1,32.878442383698584,162630.0595167192
5.459618845794785,108.49863614638426,5,18,6.989148216013418,4,6,23.414109776974392,183961.82631832568
3.4554583259424057,92.23285078887768,10,13,15.852834081430325,8,7,52.10121090324754,322056.01113673905
6.660455143798937,117.60081404425824,20,49,1.458884019274092,10,5,25.67875660320154,458045.0555991152
10.569196382970418,85.75289030132427,6,37,37.91496368180414,5,5,51.935226226692976,218902.00290976607
8.642281232390612,126.13891892371733,16,43,33.34096852533761,9,7,31.428230630089608,375835.32403329364
4.262783663864036,59.620609592597546,24,39,1.7880250537994093,6,3,46.32928829132266,388053.5639258508
8.519542777553546,103.79138738639236,27,42,3.558511759046725,1,6,35.503011427207184,306619.68664692494
9.15595213918651,158.16786997174853,3,17,1.0553274994126225,6,7,41.09813120654883,388383.00868195336
5.348427691396601,69.99006026183275,10,15,3.1706639240307894,6,1,29.767825543069158,206770.20914436236
8.461175317836584,79.66765088425446,11,18,16.925792753171912,6,2,48.41033839037454,251836.0350749517
8.174626155338,115.41723548976745,11,23,4.753227220355632,8,4,31.259469178682917,359133.1224533246
4.571089106508131,105.38745345818793,17,30,1.0,6,8,32.873082329291094,439110.2436927931
9.07336208104485,110.51890297820678,4,34,4.188931492316493,5,10,35.88393341154786,413389.2739692867
9.682353579104703,114.67561390442991,4,4,39.83698090905679,2,6,51.59120591929917,229840.69506180918
11.249153729525831,119.0416440568531,17,3,9.933974908264565,4,1,42.968946430073245,243954.1069684236
11.161406156104709,133.29099525868668,9,7,5.381299272979129,10,10,27.458019328287488,350766.75587105216
3.8669918961287273,112.29455970785537,19,18,1.8216778481419555,5,5,43.51598169907714,326607.0765266392
5.186524880254632,92.76227036144373,5,42,42.81406742462024,10,7,42.121328650428865,348820.3241378124
9.54510580162598,120.17721103608194,22,7,17.195263050378628,4,6,56.55096379398522,245805.97086660517
9.541357852736626,156.99645804685647,24,40,3.30557983775405,2,9,52.0708218012675,351900.92718564614
9.545143058918143,96.02098760852279,6,6,1.0,7,8,42.37234618756241,477811.0915150994
19.558194471964164,70.76412085988076,3,22,1.0,10,4,27.07535553420218,541649.865776634
9.7126715320795,133.21242007860917,22,1,1.282631792111805,10,5,48.97882244306348,461047.7380577615
11.406696920541798,96.38856508139206,1,4,8.693322051155537,2,7,38.760414653140046,209560.30995590723
10.862005290479607,34.81991361957891,20,46,26.417488453732034,1,8,59.26349940504508,353146.84518842597
9.954173753917393,125.42265031451265,22,49,6.866551554436495,5,5,22.3753064284902,278896.1792272135
7.054192266078963,83.94015442138232,16,43,18.51162288407666,1,9,13.982792046544347,186286.66825164767
10.276907661479802,97.28400153087517,23,29,5.903859558815344,1,10,13.494590594397383,319970.2283898748
5.681524356387285,109.95940991707043,11,21,12.330019206786895,1,4,42.00151941758402,170223.3912070725
7.289544179779973,105.71499039337199,13,26,13.162935503107585,6,4,56.96301144557619,281290.96296580316
6.54390935651269,121.28355451417119,27,14,1.9111656684213845,9,8,10.09659571457526,395434.9277871948
8.245622418158968,86.9354088829047,10,9,4.481890022431437,10,1,46.28855234788887,420430.6291658386
14.943975700020527,115.39317394528248,3,47,10.141851785009315,1,8,42.85325912664727,322688.03834216826
2.3982044222247563,92.21359967248249,9,12,1.0,5,5,46.615209610973295,322738.8810662359
10.05878057112354,122.16431442662508,28,42,4.486965463877523,9,1,27.770270338116777,455896.3881997987
3.161852386431045,118.4610245203916,12,6,7.652867110493617,9,4,51.02482223289275,353117.90682794683
6.5842044026317,71.93683893866213,23,20,50.0,1,2,12.235346570943097,176039.08235944205
11.266851790902098,132.57946348525098,14,24,6.4346895868278065,8,4,47.77155503110138,273353.958331498
8.192840057286388,83.92109664657856,1,27,16.931280315353632,1,8,23.353597067454388,231473.26545351016
4.766765666212081,124.24173394843436,18,38,5.657523269022081,8,5,33.84188874290358,242346.54217383178
5.854088872220095,111.01861940204022,17,8,15.915524286430596,1,1,51.131813577861024,192724.04908636818
10.038793246804028,155.14551030385368,27,1,9.048929382595185,5,7,23.567951759556852,369083.21986892115
5.80890010484859,93.29602052884444,9,49,21.7679369010487,8,1,19.260375582194676,100000.0
8.649375768745925,89.52049611645407,9,49,5.292315658763624,6,9,44.06565926739421,306022.7514428515
8.13671551971144,99.41741182336803,23,24,9.271101002803286,9,3,36.669744575340225,334352.564596691
6.045198957182549,90.90460651497173,10,47,9.943027627774297,1,3,35.72019343730922,100000.0
14.431832267975977,123.9982570582615,19,7,5.40225155449243,9,6,22.838475776895656,437418.29405861616
9.901757066954033,51.510681746902364,29,19,1.5584950631825147,1,10,11.744015291001382,368257.76200592646
2.0,68.38952742560937,15,22,1.0,10,6,30.51345691658584,358948.30729501165
8.559362944308283,67.9659123526242,5,35,1.0,10,6,15.3279740233884,457005.56419653154
6.0146406056948365,128.50922775920728,15,30,20.677838711032667,3,1,55.29945753246011,204153.0814733076
10.557300004388672,151.31840117745776,20,29,2.698092959748756,1,5,12.062516173586527,356239.39562739147
5.622437784701898,96.86652344387585,23,22,2.3763143226281565,3,6,31.582542709219073,283721.1123272348
7.655790675599303,94.93534830429968,25,11,13.319402773500023,2,8,12.612279185041395,239962.61682407174
9.51496183694137,102.10156489339545,28,20,3.856861768094852,2,1,14.777193728238316,347373.3431527562
10.597265582510364,134.85634907824573,2,29,7.053102363562191,9,5,42.9433333461011,306885.3351607237
4.3991107788326715,72.17940597428277,13,41,1.773472276656689,8,3,42.355563048704724,404008.37823773193
6.996496292477155,107.15106948204355,24,42,32.125389816854025,1,2,11.65260974397199,194468.83540327428
6.575164066517131,129.25592889347288,16,34,19.0771861929179,4,8,10.056573756043509,349050.1925709314
6.040012302278864,115.03282509819536,15,1,19.935546984847477,1,7,13.9409038621392,132609.49286852224
13.296362720843291,105.68744849796231,25,31,5.221794157730675,1,10,48.14994488559711,312726.72559378494
9.214945132882868,130.03138277701424,10,30,14.370034628429897,4,7,39.22882363757536,245099.20710042206
4.217348136994865,30.0,14,48,1.5534023502232128,2,5,11.90591225942458,256572.18022525875
10.753585841164329,120.33625958592722,10,18,1.0,3,9,34.404850793641366,323656.3142286949
14.3664685910379,80.37772950617729,25,17,1.0,9,5,45.60146785272257,414070.34395927505
11.09739578165344,45.08101309430629,14,38,8.833438344635727,2,2,53.447569730040314,204955.20869561334
3.4418901021379593,115.33607798574943,26,14,6.0769434375123925,4,3,56.701824532950525,206106.52584603566
6.547297781401246,141.20975635488873,23,23,7.298430096471216,1,4,26.372028147703332,169062.12831485312
11.800733447559868,95.87654456116924,9,25,1.0,2,5,16.791621420663283,262786.3734050633
5.876991603143658,128.58623641608816,25,15,5.4937003973264815,5,3,21.846296036572376,238546.0311885531
9.331458284438686,148.36834773965936,14,46,12.66089943645751,10,7,48.808574602011184,294692.4842833772
10.32390216028801,139.44743360752142,3,22,5.846402834969434,1,5,58.57421075211553,198685.541893014
5.219208585265751,149.19893588114178,20,3,13.1758656716264,7,5,33.31968086801903,276893.6578852643
7.8214239318146,122.26382473215676,16,19,2.6529320334016115,4,6,25.267660677389486,334553.0317703221
2.0,102.26300916704778,2,44,16.774063328595236,6,7,31.459529098001724,229084.43343375408
4.92683707599713,51.94102564308495,10,34,8.877791779354787,8,10,25.240657232256623,317371.8180632306
7.242295545820519,92.61812535610154,3,35,2.3668874899555976,6,10,22.824376160357716,360154.43149853835
4.2566504541054515,74.70260214051424,11,1,2.701309659716003,2,8,39.68753762035898,361665.0136184591
12.897233911794906,165.1282815249344,11,21,9.889433220666193,1,9,10.78679901867722,184684.45911493895
3.7095758661181018,94.7234256270299,21,29,17.71601571003615,8,4,22.97761243324941,191536.1091882313
6.679866539909049,103.69614420353457,21,6,5.3721713964212015,8,5,43.06910389224945,281447.57052763505
8.392221731858275,116.54456128121403,22,37,2.988110088127895,9,5,11.603134815340251,369304.3982295677
12.323819867198345,101.30807339117361,13,1,20.17493424573146,6,8,14.16009082544675,254404.77723124754
3.6924135464616814,150.8515312129226,7,1,11.064477813737863,1,9,24.66980723928924,300418.0031792294
11.489491256464879,81.32051914796644,23,27,5.943621129648129,9,7,53.89023993044924,320649.13453105383
8.030699183058761,105.83822365711728,17,21,6.692357418441129,3,5,48.24430800826481,305296.30740663933
5.055474046856148,77.72588242905854,2,16,2.284783409540003,6,3,11.107831470812176,275846.203339041
9.386310422789812,60.39932466337883,12,44,9.85647857367232,10,1,35.085640834424595,280428.9518620916
8.59717908672041,81.64692727284144,25,40,4.443242031000813,10,9,23.73437469937084,440643.1395450209
6.199349368523616,98.88889608854764,10,26,50.0,9,5,42.43228295310315,294702.14716426044
8.209406254970057,87.1209332644822,18,16,6.5427944366062185,3,9,46.07769412967306,250553.57091641217
6.84405920941472,79.22737060378432,22,28,6.653094822375598,5,10,53.14312885646412,376328.0229222898
8.340552035753744,57.81047608984498,27,1,8.343692995187888,5,4,33.77081185520071,344797.7872718868
9.98639202356314,97.50683282113916,11,36,24.859792622560963,10,5,59.722504427279226,330676.7261691463
12.758050448436055,54.858388779069934,16,10,16.135368007096595,7,4,58.999305364355465,346281.48148916586
4.286553503519453,122.80167891068808,17,43,5.998937868504367,4,2,54.10833622355166,241495.45986940747
14.3991001239688,102.4731925880351,19,17,12.683309540791225,4,1,38.74347475790354,295515.3714597661
2.1437366014324946,56.27345501605208,18,23,8.824583046410202,7,8,29.900321875190752,332904.8144698986
7.54464471489325,90.7237276885041,3,7,6.779966293726646,9,4,28.219315506989247,346797.2791541027
9.76495161945373,77.4353078322825,21,44,2.1358410474777547,4,5,10.606237504387241,352906.0872084121
8.842975603205097,109.57523531257542,27,7,6.235022135159872,4,6,22.458724862118324,275807.0839988458
6.131901440538218,140.21351338069434,26,44,2.8212233914808724,6,8,45.94041174745823,460409.88165341556
7.375633248928175,43.74482591062766,16,15,24.632486841282002,6,8,40.18160499465333,307710.54513383907
6.520997196023502,103.45078237442252,6,34,4.085801751399959,7,7,55.82110945837668,387857.14048665785
